marker	target	nA	nB	sensitive.threshold	med.grpA	med.grpB	med.grpA-med.grpB	count.grpA.sens	count.grpB.sens	percent.grpA.sens	percent.grpB.sens	min.grpA	min.grpB	spearman.r	spearman.p	wilcox.p	mptest.p
BONE	CSNK1G2_ENSG00000133275	18	99	-0.805	0.905	0.55	0.355	0	4	0	4.04040404040404	0.2	-1.95	0.309340721982272	0.999655280563086	0.999574237041644	NA
BONE	CSNK1G3_ENSG00000151292	18	99	-1.625	0.615	0.52	0.095	0	1	0	1.01010101010101	-0.36	-1.8	0.0960968846994106	0.848653166935938	0.850544717867597	NA
BONE	CSNK2A1_ENSG00000101266	18	99	-0.29	1.095	0.83	0.265	0	3	0	3.03030303030303	0.7	-1.52	0.211844327666451	0.989074088712227	0.988855623582949	NA
BONE	CSNK2A2_ENSG00000070770	18	99	-6.195	-2.63	-2.67	0.04	1	5	5.55555555555556	5.05050505050505	-7.64	-9.66	0.0585692309928857	0.734755587139247	0.737151169883567	NA
BONE	CSNK2B_ENSG00000224774	18	99	-4.375	-1.49	-1.04	-0.45	0	0	0	0	-3.95	-4.35	-0.129064670880228	0.082741175568155	0.0828289273548231	NA
BONE	DAPK1_ENSG00000196730	18	99	-2.555	-0.635	-0.28	-0.355	0	2	0	2.02020202020202	-1.69	-2.73	-0.18938660172952	0.0204233991831665	0.0208762421121564	NA
BONE	DAPK2_ENSG00000035664	18	99	-1.7	0.16	0.31	-0.15	2	1	11.1111111111111	1.01010101010101	-2.65	-2.96	-0.105916012172955	0.127861851197347	0.127774777388703	NA
BONE	DAPK3_ENSG00000167657	18	99	-3.79	-0.46	-1.08	0.62	0	4	0	4.04040404040404	-2.53	-5.52	0.130816306349379	0.920115890801153	0.921129795473045	NA
BONE	DCLK1_ENSG00000133083	18	99	-2.11	-0.29	-0.01	-0.28	0	0	0	0	-1.08	-1.7	-0.149054549120251	0.0543642309563197	0.0546232302017676	NA
BONE	DCK_ENSG00000156136	18	99	-4.965	-1.09	-1.01	-0.0799999999999998	0	11	0	11.1111111111111	-3.77	-9.61	-0.073648965382919	0.215010795553391	0.214925579366399	NA
BONE	DDR1_ENSG00000230456	18	99	-3.575	-0.6	-0.93	0.33	0	1	0	1.01010101010101	-2.67	-3.78	0.131169969128914	0.920683701946169	0.921688518143193	NA
BONE	DDR2_ENSG00000162733	18	99	-1.07	0.49	0.5	-0.01	0	1	0	1.01010101010101	-0.35	-1.45	0.0343708049667261	0.643523936260888	0.645783815957205	NA
BONE	DGKA_ENSG00000065357	18	99	-2.925	-0.255	-0.71	0.455	0	5	0	5.05050505050505	-0.95	-5.56	0.274958712897062	0.998651222953906	0.998487437478651	NA
BONE	DGKB_ENSG00000136267	18	99	-1.765	-0.36	-0.19	-0.17	1	2	5.55555555555556	2.02020202020202	-2.63	-2.58	-0.217446727646549	0.00926021648005125	0.00968855300879234	NA
BONE	DGKD_ENSG00000077044	18	99	-0.995	0.76	0.4	0.36	0	3	0	3.03030303030303	-0.91	-4.7	0.17185949850187	0.968044226673263	0.968184815608228	NA
BONE	DGKG_ENSG00000058866	18	99	-1.11375	0.475	0.325	0.15	0	1	0	1.01010101010101	-0.27	-1.2	0.0949326950385908	0.844631081015657	0.846574670098777	NA
BONE	DGKH_ENSG00000102780	18	99	-1.3325	0.105	0.11	-0.005	0	2	0	2.02020202020202	-0.67	-2.22	-0.0259553810405136	0.391056228527534	0.391839609792499	NA
BONE	DGKI_ENSG00000157680	18	99	-2.11	-0.12	0.42	-0.54	1	4	5.55555555555556	4.04040404040404	-3.6	-4.23	-0.139243093366047	0.067160521512477	0.0673377151135822	NA
BONE	DGKK_ENSG00000267972	18	99	-0.685	0.67	0.63	0.04	0	4	0	4.04040404040404	-0.51	-1.09	0.0659379300374521	0.760011426339625	0.762371185383197	NA
BONE	DGKQ_ENSG00000145214	18	99	-4.285	-0.405	-0.95	0.545	0	8	0	8.08080808080808	-2.72	-13.4	0.0852230128378301	0.819534888366521	0.821646299847884	NA
BONE	DGUOK_ENSG00000114956	18	99	-2.895	0.23	-0.42	0.65	0	3	0	3.03030303030303	-1.19	-3.71	0.230422092144207	0.99377919022827	0.993531506778782	NA
BONE	ULK3_ENSG00000140474	18	99	-2.825	-0.39	-0.2	-0.19	0	2	0	2.02020202020202	-1.97	-6.08	-0.0241994444454055	0.397823581330973	0.398643942333956	NA
BONE	SGK223_ENSG00000182319	18	99	-3.57	-1.07	-0.53	-0.54	0	1	0	1.01010101010101	-3.01	-7.55	-0.186577029448223	0.0219945752203592	0.0224431260637321	NA
BONE	DLG1_ENSG00000075711	18	99	-1.595	-0.73	0.11	-0.84	1	1	5.55555555555556	1.01010101010101	-2.37	-3.98	-0.325821812605844	0.000168668340639708	0.000227934398243575	NA
BONE	DLG2_ENSG00000150672	18	99	-0.8075	1.025	0.7	0.325	0	4	0	4.04040404040404	-0.08	-1.38	0.203682808385057	0.985494431031938	0.985318795418883	NA
BONE	DLG3_ENSG00000082458	18	99	-0.72	0.455	0.67	-0.215	1	4	5.55555555555556	4.04040404040404	-0.78	-4.07	-0.0894364156854771	0.16879461165921	0.16865794443289	NA
BONE	DLG4_ENSG00000132535	18	99	-2.26	0.35	-0.19	0.54	0	5	0	5.05050505050505	-1.55	-3.37	0.164838030743769	0.962135400900999	0.96239137143011	NA
BONE	DMPK_ENSG00000104936	18	99	-3.19875	-0.535	-0.725	0.19	0	2	0	2.02020202020202	-2.19	-3.8	0.0120883660751197	0.551238252233645	0.553079677004205	NA
BONE	DTYMK_ENSG00000168393	18	99	-0.995	0.705	0.65	0.0549999999999999	1	1	5.55555555555556	1.01010101010101	-1.04	-1.86	0.0129768540473984	0.555221551879089	0.557069097169693	NA
BONE	DUSP21_ENSG00000189037	18	99	-1.16	0.18	0.49	-0.31	1	2	5.55555555555556	2.02020202020202	-1.35	-2.18	-0.173258862425445	0.0308730754713724	0.0312819843589793	NA
BONE	DSTYK_ENSG00000133059	18	99	-1.685	0.665	0.23	0.435	0	1	0	1.01010101010101	-0.37	-2.21	0.267250544741279	0.998209535050315	0.998025165854894	NA
BONE	DYRK1A_ENSG00000157540	18	99	-1.7225	0.055	0.225	-0.17	3	3	16.6666666666667	3.03030303030303	-2.13	-2.83	-0.0718203586374253	0.22179590931988	0.221726681408303	NA
BONE	DYRK1B_ENSG00000105204	18	99	-1.485	0.15	0.31	-0.16	0	4	0	4.04040404040404	-1.22	-2.06	-0.0312152966666662	0.369151551295224	0.369785496672674	NA
BONE	DYRK2_ENSG00000127334	18	99	-2.07	-0.48	-0.03	-0.45	0	2	0	2.02020202020202	-1.62	-2.68	-0.247606373703114	0.00355589049003077	0.00387208395023491	NA
BONE	DYRK3_ENSG00000143479	18	99	-2.445	-0.395	-0.06	-0.335	0	0	0	0	-2.39	-1.87	-0.173954123188451	0.0303463962445649	0.0307581640770338	NA
BONE	DYRK4_ENSG00000010219	18	99	-2.405	0.125	-0.29	0.415	0	5	0	5.05050505050505	-1.27	-4.84	0.196751636241224	0.983255594655622	0.983117094262328	NA
BONE	EEF2K_ENSG00000103319	18	99	-3.8675	-1.09	-0.935	-0.155	0	4	0	4.04040404040404	-2.93	-9.66	-0.00213321236776575	0.490934175516522	0.492395239719838	NA
BONE	EFNA3_ENSG00000143590	18	99	-1.07125	0.03	0.265	-0.235	3	5	16.6666666666667	5.05050505050505	-1.47	-2.17	-0.181331068334852	0.0257059055718439	0.026144534185508	NA
BONE	EFNA4_ENSG00000243364	18	99	-2.705	-0.16	-0.14	-0.02	0	0	0	0	-1.9	-2.58	0.0115738208054924	0.54928299150581	0.551096150903493	NA
BONE	EFNA5_ENSG00000184349	18	99	-1.13875	0.81	0.47	0.34	0	2	0	2.02020202020202	-0.8	-1.31	0.167107096286502	0.963508478756734	0.963739760396688	NA
BONE	EFNB3_ENSG00000108947	18	99	-4.405	-0.52	-0.81	0.29	0	3	0	3.03030303030303	-3.21	-6.3	0.13256788934479	0.922898593446845	0.923867558219446	NA
BONE	EGFR_ENSG00000146648	18	99	-2.705	-0.535	-0.09	-0.445	0	3	0	3.03030303030303	-1.7	-4.47	-0.106616643776412	0.126287373969722	0.126204209659148	NA
BONE	EIF2AK3_ENSG00000172071	18	99	-0.825	0.625	0.51	0.115	1	2	5.55555555555556	2.02020202020202	-1.14	-1.82	0.120655321434236	0.902480234015513	0.903759586083995	NA
BONE	EIF2AK4_ENSG00000128829	18	99	-0.57375	0.85	0.645	0.205	0	4	0	4.04040404040404	-0.16	-2.09	0.085693419820058	0.819808377205218	0.821937154161417	NA
BONE	EPHA1_ENSG00000146904	18	99	-3.14375	-1.09	-0.335	-0.755	0	3	0	3.03030303030303	-2.81	-3.54	-0.179902638764819	0.0266535748973395	0.0270879089096608	NA
BONE	EPHA10_ENSG00000183317	18	99	-3.01	-0.635	-0.2	-0.435	2	1	11.1111111111111	1.01010101010101	-4.73	-3.16	-0.148001013030207	0.0556394801877625	0.0558900887652515	NA
BONE	EPHA2_ENSG00000142627	18	99	-0.84	0.615	0.81	-0.195	0	1	0	1.01010101010101	-0.7	-0.9	-0.0824213315819532	0.188495126001714	0.188367691533106	NA
BONE	EPHA3_ENSG00000044524	18	99	-4.16	-0.97	-0.49	-0.48	0	1	0	1.01010101010101	-2.59	-5.08	-0.0157819802836155	0.432943197692915	0.43399983478066	NA
BONE	EPHA4_ENSG00000116106	18	99	-2.02	0.505	0.05	0.455	0	3	0	3.03030303030303	-1.05	-3.34	0.191144478527067	0.980511060006289	0.980418325674513	NA
BONE	EPHA5_ENSG00000145242	18	99	-0.225	1.085	0.98	0.105	0	2	0	2.02020202020202	0.5	-1.59	0.13784143162237	0.9308377283044	0.931674020724868	NA
BONE	EPHA6_ENSG00000080224	18	99	-6.035	-2.755	-2.7	-0.0549999999999997	0	5	0	5.05050505050505	-5.24	-15.48	-0.0284072452113794	0.380551130238824	0.381258123371223	NA
BONE	EPHA7_ENSG00000135333	18	99	-2.06375	-0.205	-0.345	0.14	0	6	0	6.06060606060606	-1.52	-5.65	0.0415996403256455	0.671255169616304	0.673615691424275	NA
BONE	EPHA8_ENSG00000070886	18	99	-1.88	0.495	0.29	0.205	0	1	0	1.01010101010101	-0.91	-2.55	0.134396771055952	0.924833449679483	0.925779149470538	NA
BONE	EPHB1_ENSG00000154928	18	99	-2.01	-0.195	0.02	-0.215	0	1	0	1.01010101010101	-0.98	-2.81	-0.0659357064070478	0.239995994678545	0.239978444995361	NA
BONE	EPHB2_ENSG00000133216	18	99	-1.57	0.395	0.41	-0.015	1	3	5.55555555555556	3.03030303030303	-1.95	-2.18	-0.0662860556952548	0.238828283212729	0.238807018638892	NA
BONE	EPHB3_ENSG00000182580	18	99	-2.365	-0.555	-0.16	-0.395	0	1	0	1.01010101010101	-1.7	-2.45	-0.0687407084488991	0.230733611574757	0.230688067017831	NA
BONE	EPHB4_ENSG00000196411	18	99	-1.57	0.51	0.31	0.2	0	3	0	3.03030303030303	-1.41	-3.9	0.022446576406512	0.594920256152844	0.596978693104665	NA
BONE	EPHB6_ENSG00000260195	18	99	-2.6	-0.465	-0.54	0.0750000000000001	0	3	0	3.03030303030303	-1.71	-5.15	0.0803150010178384	0.805326978186089	0.807520751362983	NA
BONE	ERBB2_ENSG00000141736	18	99	-0.86	0.755	0.61	0.145	0	9	0	9.09090909090909	-0.11	-6.43	0.153969773506648	0.951286297190006	0.951751900278773	NA
BONE	ERBB3_ENSG00000065361	18	99	-2.9925	-0.005	-0.28	0.275	0	2	0	2.02020202020202	-1.39	-5.78	0.110304679122457	0.879712071686612	0.881313900076025	NA
BONE	ERBB4_ENSG00000178568	18	99	-3	-0.465	-0.29	-0.175	0	3	0	3.03030303030303	-2.38	-6.62	-0.0410337637080627	0.330233798262649	0.330631587059517	NA
BONE	MAPK15_ENSG00000181085	18	99	-2.235	-0.07	-0.3	0.23	1	5	5.55555555555556	5.05050505050505	-2.32	-3.3	0.0859249197201017	0.82151297947314	0.823611683696918	NA
BONE	ERN1_ENSG00000178607	18	99	-4.485	-0.695	-1.07	0.375	0	1	0	1.01010101010101	-2.81	-5.49	0.0810137101551493	0.807389646234349	0.809572389826085	NA
BONE	ERN2_ENSG00000134398	18	99	-0.985	0.515	0.6	-0.085	0	1	0	1.01010101010101	-0.47	-1.35	-0.121353622594673	0.0962243182278777	0.0962462474864676	NA
BONE	ETNK1_ENSG00000139163	18	99	-1.2	0.575	0.49	0.085	1	5	5.55555555555556	5.05050505050505	-2.07	-5.51	-0.00701448941784004	0.470083647298731	0.471392097871274	NA
BONE	EXOSC10_ENSG00000171824	18	99	-3.73	-1.485	-1.145	-0.34	0	6	0	6.06060606060606	-2.45	-7.54	-0.0309319360851941	0.370844246568876	0.371495404818645	NA
BONE	FASTK_ENSG00000164896	18	99	-1.875	0.255	0.24	0.015	1	5	5.55555555555556	5.05050505050505	-2.12	-3.07	0.0143796763662564	0.561147015112754	0.563028181799331	NA
BONE	FER_ENSG00000151422	18	99	-1.12	0.19	0.29	-0.1	1	3	5.55555555555556	3.03030303030303	-1.82	-1.97	-0.0775113350093107	0.204110880826311	0.20400418592122	NA
BONE	FES_ENSG00000182511	18	99	-3.11875	0.445	-0.27	0.715	1	2	5.55555555555556	2.02020202020202	-4.55	-4.81	0.152528789095033	0.948930790259912	0.949445605177103	NA
BONE	FGFR1_ENSG00000077782	18	99	-2.47	-0.77	-0.08	-0.69	3	1	16.6666666666667	1.01010101010101	-4.93	-2.57	-0.273555862321057	0.00142098922803311	0.00162781890804163	NA
BONE	FGFR2_ENSG00000066468	18	99	-3.875	-1.77	-0.73	-1.04	0	0	0	0	-3.42	-3.57	-0.279373591038679	0.00124866453747302	0.00144574250400073	NA
BONE	FGFR3_ENSG00000068078	18	99	-3.28	-0.425	-0.69	0.265	0	4	0	4.04040404040404	-2.45	-11.13	0.0876788180239697	0.826396554440551	0.828462530233148	NA
BONE	FGFR4_ENSG00000160867	18	99	-0.885	0.595	0.33	0.265	0	4	0	4.04040404040404	-0.1	-2.09	0.145903293353585	0.941752074286908	0.942395321230196	NA
BONE	FGFRL1_ENSG00000127418	18	99	-2.205	-0.04	-0.19	0.15	1	3	5.55555555555556	3.03030303030303	-2.34	-5	0.108369394933466	0.877592878743394	0.879190836774681	NA
BONE	FGR_ENSG00000000938	18	99	-4.345	-1.235	-1.21	-0.0249999999999999	0	4	0	4.04040404040404	-3.85	-9.09	0.00876783252548617	0.537374784627454	0.539117127422333	NA
BONE	ETNK2_ENSG00000143845	18	99	-4.38	-0.87	-1.25	0.38	0	3	0	3.03030303030303	-2.82	-8.61	0.184827294650847	0.976976973291648	0.976947360978353	NA
BONE	NADK_ENSG00000008130	18	99	-2.24	0.405	0.035	0.37	0	2	0	2.02020202020202	-0.61	-2.62	0.186299114348342	0.977375857662454	0.977338703596081	NA
BONE	MAP3K19_ENSG00000176601	18	99	-4.095	-1.65	-0.9	-0.75	0	1	0	1.01010101010101	-3.38	-4.52	-0.274958712897062	0.00134877704609451	0.00155012690616853	NA
BONE	POMK_ENSG00000185900	18	99	-1.405	0.1875	0.395	-0.2075	0	5	0	5.05050505050505	-0.685	-2.37	-0.123100599272472	0.0930382046164062	0.0930746313024856	NA
BONE	SGK494_ENSG00000167524	18	99	-1.675	-0.02	0.07	-0.09	0	1	0	1.01010101010101	-1.6	-2.98	-0.0897836142606194	0.167854755684128	0.167718118837437	NA
BONE	NEK10_ENSG00000163491	18	99	-1.605	0.03	0.13	-0.1	1	1	5.55555555555556	1.01010101010101	-1.91	-2.3	-0.0669895034941315	0.236492987325343	0.236464496072164	NA
BONE	MLKL_ENSG00000168404	18	99	-2.485	-0.915	-0.14	-0.775	0	0	0	0	-1.82	-1.89	-0.233927962972253	0.00556683782335054	0.00593974640959454	NA
BONE	FLT1_ENSG00000102755	18	99	-1.215	0.705	0.48	0.225	0	2	0	2.02020202020202	-0.3	-1.97	0.105569252449889	0.871353942315971	0.873021985046118	NA
BONE	FLT3_ENSG00000122025	18	99	-1.77	-0.09	0.05	-0.14	1	1	5.55555555555556	1.01010101010101	-2.01	-1.82	-0.112236036251203	0.114141275201039	0.114093631987257	NA
BONE	FLT4_ENSG00000037280	18	99	-3.22	-0.55	-1.05	0.5	1	0	5.55555555555556	0	-3.92	-3.01	0.155718455983262	0.953180983773936	0.95361042672331	NA
BONE	FN3K_ENSG00000167363	18	99	-1.555	-0.025	0.02	-0.045	0	2	0	2.02020202020202	-1.15	-2.68	-0.0319160464408988	0.366323966312347	0.366939971378243	NA
BONE	FN3KRP_ENSG00000141560	18	99	-5.37	-2.445	-1.49	-0.955	0	4	0	4.04040404040404	-3.95	-12.21	-0.175005937208704	0.0295636038720621	0.0299795440612184	NA
BONE	MTOR_ENSG00000198793	18	99	-3.695	-0.715	-0.77	0.055	0	4	0	4.04040404040404	-3.01	-6.41	0.0077156781680298	0.532900482797797	0.534615632513936	NA
BONE	FXN_ENSG00000165060	18	99	-1.25	0.71	0.52	0.19	0	1	0	1.01010101010101	0	-4.25	0.173958359831593	0.969656790462812	0.969766044539686	NA
BONE	FRK_ENSG00000111816	18	99	-2.03375	0.08	-0.05	0.13	0	4	0	4.04040404040404	-1.73	-4.23	0.0117328710043898	0.549739281974906	0.551571912908832	NA
BONE	FUK_ENSG00000157353	18	99	-3.16	-0.695	-0.34	-0.355	0	4	0	4.04040404040404	-2.78	-3.96	-0.1704492188464	0.0330780256081985	0.0334744502756959	NA
BONE	FYN_ENSG00000010810	18	99	-1.275	0.285	0.48	-0.195	0	1	0	1.01010101010101	-0.58	-4.76	-0.0469968149545031	0.307422905960447	0.307695272888018	NA
BONE	GAK_ENSG00000178950	18	99	-2.55	-0.015	-0.23	0.215	1	3	5.55555555555556	3.03030303030303	-3.65	-4.54	0.019289665203852	0.581771947090208	0.583764477525808	NA
BONE	GALK1_ENSG00000108479	18	99	-4.855	-1.78	-1.22	-0.56	0	5	0	5.05050505050505	-2.72	-6.7	-0.0540092412808072	0.281514157552144	0.281659040431156	NA
BONE	GALK2_ENSG00000156958	18	99	-4.65	-2.49	-0.49	-2	2	1	11.1111111111111	1.01010101010101	-5.91	-5.66	-0.453818760659889	1.38240261256307e-07	5.1977438229933e-07	NA
BONE	GCK_ENSG00000106633	18	99	-3.04	-0.275	-0.73	0.455	0	1	0	1.01010101010101	-1.82	-3.86	0.211128220645701	0.988843671131613	0.988627705660441	NA
BONE	GK_ENSG00000198814	18	99	-0.945	0.31	0.48	-0.17	1	3	5.55555555555556	3.03030303030303	-1.45	-1.06	-0.103816582911497	0.132660120801252	0.132562104790033	NA
BONE	GK2_ENSG00000196475	18	99	-0.66	0.665	0.72	-0.0549999999999999	0	3	0	3.03030303030303	-0.13	-1.45	0.0350719214348445	0.646319725406581	0.648588877886524	NA
BONE	GNE_ENSG00000159921	18	99	-2.20125	-0.04	0.195	-0.235	1	4	5.55555555555556	4.04040404040404	-2.51	-3.9	-0.0622197704778245	0.253500873662125	0.25353081749857	NA
BONE	GOLGA5_ENSG00000066455	18	99	-0.255	0.915	0.92	-0.005	0	1	0	1.01010101010101	-0.06	-0.64	-0.00596289695118246	0.474562089376566	0.475900777154046	NA
BONE	GRK1_ENSG00000185974	18	99	-1.37	0.97	0.31	0.66	0	1	0	1.01010101010101	0.07	-1.81	0.321610122076977	0.999796740925002	0.999737459669781	NA
BONE	GRK4_ENSG00000125388	18	99	-4.5825	-1.715	-1.085	-0.63	0	2	0	2.02020202020202	-4	-5.49	-0.193767907477113	0.0185737602911186	0.0190342417278517	NA
BONE	GRK5_ENSG00000198873	18	99	-1.305	0.25	0.51	-0.26	0	3	0	3.03030303030303	-1.26	-1.77	-0.0733004531233241	0.216106533586476	0.216023778572724	NA
BONE	GRK6_ENSG00000198055	18	99	-1.425	0.7	0.27	0.43	0	4	0	4.04040404040404	-1.42	-2	0.143091831015119	0.938108642141564	0.938817616280871	NA
BONE	GRK7_ENSG00000114124	18	99	-2.455	-0.26	-0.38	0.12	0	1	0	1.01010101010101	-2.14	-2.72	0.00596220430424125	0.52543495972391	0.527104099376289	NA
BONE	GSG2_ENSG00000177602	18	99	-2.13	-0.565	-0.53	-0.0349999999999999	1	3	5.55555555555556	3.03030303030303	-2.97	-5.55	-0.0161332954353121	0.431464898626487	0.432511557028048	NA
BONE	GSK3A_ENSG00000105723	18	99	-2.39	-0.505	-0.36	-0.145	1	3	5.55555555555556	3.03030303030303	-2.61	-3.59	-0.0915372004766471	0.163158782183931	0.163023203919868	NA
BONE	GSK3B_ENSG00000082701	18	99	-0.6	1.035	0.78	0.255	0	2	0	2.02020202020202	0.33	-1.24	0.126963209929374	0.913731864731126	0.914845726907783	NA
BONE	GTF2H1_ENSG00000110768	18	99	-2.14	-0.195	-0.05	-0.145	0	2	0	2.02020202020202	-1.08	-4.84	-0.0596237185797976	0.261550302351626	0.261610033846615	NA
BONE	GUCY2C_ENSG00000070019	18	99	-1.22	0.59	0.24	0.35	0	1	0	1.01010101010101	-0.55	-1.26	0.233938481552396	0.994435029911192	0.994188232579562	NA
BONE	GUCY2D_ENSG00000132518	18	99	-10.03	-3.245	-3.7	0.455	0	8	0	8.08080808080808	-7.21	-19.22	0.120642437464856	0.902456214406831	0.903735836363764	NA
BONE	GUCY2F_ENSG00000101890	18	99	-1.075	0.29	0.52	-0.23	1	2	5.55555555555556	2.02020202020202	-1.29	-2.9	-0.199206647745125	0.0156497267506707	0.0161070467355944	NA
BONE	GUK1_ENSG00000143774	18	99	-2.88125	-0.9	-0.135	-0.765	2	7	11.1111111111111	7.07070707070707	-6.16	-7.84	-0.253854223640606	0.00298268841858147	0.00327922473372496	NA
BONE	ALPK2_ENSG00000198796	18	99	-0.735	0.42	0.73	-0.31	1	3	5.55555555555556	3.03030303030303	-1.15	-0.98	-0.226487366065851	0.00724694470790793	0.00765432973779248	NA
BONE	HCK_ENSG00000101336	18	99	-1.165	0.49	0.4	0.09	0	2	0	2.02020202020202	-0.02	-7.12	0.0648853643196858	0.756484885880428	0.758851912376924	NA
BONE	HIPK1_ENSG00000163349	18	99	-1.86	0.2	0.6	-0.4	1	5	5.55555555555556	5.05050505050505	-3.78	-2.98	-0.116439433594161	0.105609609447979	0.105592488404738	NA
BONE	HIPK2_ENSG00000064393	18	99	-1.7	-0.255	0.24	-0.495	0	3	0	3.03030303030303	-1.67	-2.17	-0.194297716738215	0.0179025044594012	0.018359573715456	NA
BONE	HIPK3_ENSG00000110422	18	99	-3.065	-1.005	-0.42	-0.585	1	3	5.55555555555556	3.03030303030303	-3.66	-9.96	-0.158521818118104	0.0439038237464931	0.0442321320783933	NA
BONE	HIPK4_ENSG00000160396	18	99	-1.1	0.74	0.59	0.15	0	2	0	2.02020202020202	-0.94	-2.1	0.0922386349630582	0.838695780402575	0.840670608815321	NA
BONE	HK1_ENSG00000156515	18	99	-1.095	0.275	0.36	-0.085	0	3	0	3.03030303030303	-0.97	-1.69	-0.0645343908006293	0.24469713525706	0.244695057011037	NA
BONE	HK2_ENSG00000159399	18	99	-3.005	-0.045	-0.95	0.905	0	4	0	4.04040404040404	-1.19	-4.75	0.358783067647098	0.999964402229897	0.999945131745214	NA
BONE	HK3_ENSG00000160883	18	99	-0.67	0.53	0.77	-0.24	0	1	0	1.01010101010101	-0.03	-0.68	-0.0284086821422521	0.380545269659045	0.381252297634828	NA
BONE	EIF2AK1_ENSG00000086232	18	99	-1.5	0.335	0.34	-0.00500000000000006	0	0	0	0	-1.45	-1.36	-0.0862798363083426	0.177491957126376	0.177356896657142	NA
BONE	CDC42BPG_ENSG00000171219	18	99	-1.59	0.36	0.19	0.17	0	3	0	3.03030303030303	-0.65	-2.63	0.145203467497673	0.940861087235437	0.941520533407623	NA
BONE	HSPB8_ENSG00000152137	18	99	-2.78	-0.65	0.26	-0.91	0	0	0	0	-2.7	-2.23	-0.251810734922946	0.00308333858482801	0.00338136820377706	NA
BONE	HUNK_ENSG00000142149	18	99	-4.775	-1.805	-1.61	-0.195	0	4	0	4.04040404040404	-4.67	-10.19	-0.0768057812647983	0.205231674768303	0.205127120317148	NA
BONE	HUS1_ENSG00000136273	18	99	-1.18	0.475	0.73	-0.255	0	1	0	1.01010101010101	-0.91	-2.41	-0.110475931609747	0.117853917676542	0.117794394919072	NA
BONE	ICK_ENSG00000112144	18	99	-1.49	-0.045	0.06	-0.105	1	3	5.55555555555556	3.03030303030303	-3.12	-5.13	-0.0975003069124851	0.147827157714094	0.147703641737638	NA
BONE	IGF1R_ENSG00000140443	18	99	-2.07	-0.415	-0.04	-0.375	0	2	0	2.02020202020202	-1.01	-2.39	-0.152913004508776	0.0498877043351201	0.0501763529470267	NA
BONE	IGF2R_ENSG00000197081	18	99	-0.9825	0.865	0.57	0.295	0	0	0	0	-0.63	-0.83	0.14599436733456	0.940248848449658	0.940931606627237	NA
BONE	IP6K1_ENSG00000176095	18	99	-0.755	1.025	0.84	0.185	0	4	0	4.04040404040404	0.04	-1.35	0.093996095338788	0.843282587017694	0.845220167915883	NA
BONE	IP6K2_ENSG00000068745	18	99	-1.565	0.265	0.02	0.245	0	5	0	5.05050505050505	-0.73	-2.48	0.122565590716935	0.904042834537	0.905322798864199	NA
BONE	IP6K3_ENSG00000161896	18	99	-3.235	-0.87	-0.74	-0.13	0	2	0	2.02020202020202	-3	-4.13	-0.0554639480223172	0.277142560978482	0.277269638622331	NA
BONE	IKBKAP_ENSG00000070061	18	99	-1.04	0.405	0.44	-0.035	0	1	0	1.01010101010101	-0.68	-1.16	-0.0143794877882863	0.43885378055472	0.439950600664434	NA
BONE	IKBKB_ENSG00000104365	18	99	-2.56	0.03	-0.3	0.33	0	2	0	2.02020202020202	-1.72	-3.92	0.176058406936698	0.971203043338103	0.97128241518413	NA
BONE	IKBKE_ENSG00000143466	18	99	-3.015	0.405	0.06	0.345	0	1	0	1.01010101010101	-2.99	-3.05	0.0771566371371301	0.79583885391766	0.798079120524928	NA
BONE	IKBKG_ENSG00000073009	18	99	-2.36	-0.635	-0.13	-0.505	2	1	11.1111111111111	1.01010101010101	-2.78	-3.1	-0.189392278764656	0.0204203220987646	0.0208731779776683	NA
BONE	ILK_ENSG00000166333	18	99	-3.555	-0.45	-0.6	0.15	0	7	0	7.07070707070707	-2.5	-7.59	-0.0187446229748063	0.421195825170827	0.422191984408662	NA
BONE	ILK2_ENSG00000166333	18	99	-0.9	0.56	0.62	-0.0599999999999999	0	2	0	2.02020202020202	-0.67	-1.01	-0.0392813615215584	0.337062551763182	0.337499993110358	NA
BONE	INSR_ENSG00000171105	18	99	-2.68	-0.145	-0.4	0.255	0	4	0	4.04040404040404	-1.43	-6.15	0.119946420734064	0.901152258241876	0.902450205650814	NA
BONE	INSRR_ENSG00000027644	18	99	-2.2425	-0.72	-0.2	-0.52	0	5	0	5.05050505050505	-1.34	-5.77	-0.150320719508114	0.054409341930616	0.0546732675065332	NA
BONE	IPMK_ENSG00000151151	18	99	-1.785	-0.26	0.14	-0.4	0	4	0	4.04040404040404	-1.45	-4.92	-0.250063736793532	0.00327245795929259	0.00357804853617056	NA
BONE	IRAK1_ENSG00000184216	18	99	-2.59375	-0.14	0.005	-0.145	0	1	0	1.01010101010101	-2.34	-2.73	-0.0494204648390166	0.299154977414895	0.299387594398788	NA
BONE	IRAK2_ENSG00000134070	18	99	-1.59	0.04	0.33	-0.29	1	2	5.55555555555556	2.02020202020202	-1.82	-2.48	-0.120297817383541	0.0981878512817619	0.0982011278942443	NA
BONE	IRAK3_ENSG00000090376	18	99	-4.08	-1.47	-0.69	-0.78	2	3	11.1111111111111	3.03030303030303	-5.49	-5.35	-0.201309811915667	0.0147607201182335	0.0152169958631135	NA
BONE	IRAK4_ENSG00000198001	18	99	-1.025	0.29	0.49	-0.2	0	3	0	3.03030303030303	-0.56	-1.07	-0.137838590726462	0.0691663744205484	0.0693313335130898	NA
